refYear,reporterISO,reporterDesc,partnerISO,partnerDesc,qty
2024,ITA,Italy,ALB,Albania,4509390
2024,ITA,Italy,DZA,Algeria,16004
2024,ITA,Italy,AGO,Angola,1337940
2024,ITA,Italy,AUS,Australia,21827
2024,ITA,Italy,AUT,Austria,8955
2024,ITA,Italy,ARM,Armenia,1733
2024,ITA,Italy,BEL,Belgium,5592
2024,ITA,Italy,BIH,Bosnia Herzegovina,120348
2024,ITA,Italy,BWA,Botswana,58855
2024,ITA,Italy,BRA,Brazil,14200
2024,ITA,Italy,BGR,Bulgaria,6424900
2024,ITA,Italy,BDI,Burundi,361125
2024,ITA,Italy,BLR,Belarus,37940
2024,ITA,Italy,CMR,Cameroon,1455170
2024,ITA,Italy,CAN,Canada,32
2024,ITA,Italy,CPV,Cabo Verde,59101
2024,ITA,Italy,CAF,Central African Rep.,120321
2024,ITA,Italy,LKA,Sri Lanka,40428
2024,ITA,Italy,CHL,Chile,1531040
2024,ITA,Italy,CHN,China,1359
2024,ITA,Italy,COG,Congo,1624590
2024,ITA,Italy,COD,Dem. Rep. of the Congo,2209280
2024,ITA,Italy,CRI,Costa Rica,1331
2024,ITA,Italy,HRV,Croatia,4
2024,ITA,Italy,CUB,Cuba,40988
2024,ITA,Italy,CYP,Cyprus,3398
2024,ITA,Italy,CZE,Czechia,1
2024,ITA,Italy,BEN,Benin,1767130
2024,ITA,Italy,DNK,Denmark,11128
2024,ITA,Italy,DOM,Dominican Rep.,88296
2024,ITA,Italy,SLV,El Salvador,21302
2024,ITA,Italy,GNQ,Equatorial Guinea,19781
2024,ITA,Italy,EST,Estonia,45488
2024,ITA,Italy,FIN,Finland,239
2024,ITA,Italy,FRA,France,262978
2024,ITA,Italy,GAB,Gabon,445790
2024,ITA,Italy,GEO,Georgia,349237
2024,ITA,Italy,GMB,Gambia,192330
2024,ITA,Italy,DEU,Germany,292916
2024,ITA,Italy,GHA,Ghana,2609250
2024,ITA,Italy,GIB,Gibraltar,0
2024,ITA,Italy,GRC,Greece,506735
2024,ITA,Italy,GIN,Guinea,21178000
2024,ITA,Italy,HTI,Haiti,24750
2024,ITA,Italy,HND,Honduras,16541
2024,ITA,Italy,HKG,"China, Hong Kong SAR",22
2024,ITA,Italy,HUN,Hungary,2748930
2024,ITA,Italy,ISL,Iceland,790
2024,ITA,Italy,IRQ,Iraq,45430
2024,ITA,Italy,IRL,Ireland,1438
2024,ITA,Italy,ISR,Israel,58829
2024,ITA,Italy,CIV,C�te d'Ivoire,983101
2024,ITA,Italy,JPN,Japan,252817
2024,ITA,Italy,KAZ,Kazakhstan,1710
2024,ITA,Italy,KEN,Kenya,176035
2024,ITA,Italy,KOR,Rep. of Korea,1268
2024,ITA,Italy,KWT,Kuwait,11
2024,ITA,Italy,KGZ,Kyrgyzstan,355219
2024,ITA,Italy,LBN,Lebanon,34984
2024,ITA,Italy,LSO,Lesotho,315882
2024,ITA,Italy,LVA,Latvia,986
2024,ITA,Italy,LBY,Libya,5848
2024,ITA,Italy,LTU,Lithuania,928439
2024,ITA,Italy,MDG,Madagascar,20840
2024,ITA,Italy,MWI,Malawi,427630
2024,ITA,Italy,MYS,Malaysia,7948
2024,ITA,Italy,MLI,Mali,2800190
2024,ITA,Italy,MRT,Mauritania,57810
2024,ITA,Italy,S19,"Other Asia, nes",0
2024,ITA,Italy,MNG,Mongolia,1048
2024,ITA,Italy,MOZ,Mozambique,554288
2024,ITA,Italy,OMN,Oman,574193
2024,ITA,Italy,NLD,Netherlands,76047
2024,ITA,Italy,NIC,Nicaragua,128565
2024,ITA,Italy,NER,Niger,1187320
2024,ITA,Italy,NGA,Nigeria,773784
2024,ITA,Italy,NOR,Norway,11421
2024,ITA,Italy,PAK,Pakistan,19630100
2024,ITA,Italy,PAN,Panama,6774
2024,ITA,Italy,PHL,Philippines,25779
2024,ITA,Italy,POL,Poland,572455
2024,ITA,Italy,PRT,Portugal,1517
2024,ITA,Italy,GNB,Guinea-Bissau,374565
2024,ITA,Italy,QAT,Qatar,32
2024,ITA,Italy,ROU,Romania,171842
2024,ITA,Italy,RWA,Rwanda,99790
2024,ITA,Italy,STP,Sao Tome and Principe,82034
2024,ITA,Italy,SAU,Saudi Arabia,21150
2024,ITA,Italy,SEN,Senegal,12136800
2024,ITA,Italy,SRB,Serbia,34429
2024,ITA,Italy,SLE,Sierra Leone,71470
2024,ITA,Italy,IND,India,5959750
2024,ITA,Italy,SGP,Singapore,53
2024,ITA,Italy,SVK,Slovakia,5755020
2024,ITA,Italy,SVN,Slovenia,2
2024,ITA,Italy,SOM,Somalia,1089520
2024,ITA,Italy,ZAF,South Africa,2310070
2024,ITA,Italy,ESP,Spain,262520
2024,ITA,Italy,SWE,Sweden,13489
2024,ITA,Italy,CHE,Switzerland,4849
2024,ITA,Italy,TGO,Togo,2878690
2024,ITA,Italy,ARE,United Arab Emirates,6052120
2024,ITA,Italy,TUN,Tunisia,42653000
2024,ITA,Italy,TUR,T�rkiye,277097
2024,ITA,Italy,UGA,Uganda,299200
2024,ITA,Italy,UKR,Ukraine,331856
2024,ITA,Italy,EGY,Egypt,71955
2024,ITA,Italy,GBR,United Kingdom,331337
2024,ITA,Italy,TZA,United Rep. of Tanzania,258240
2024,ITA,Italy,X1 ,Bunkers,480
2024,ITA,Italy,USA,USA,18691
2024,ITA,Italy,BFA,Burkina Faso,7545310
2024,ITA,Italy,ZMB,Zambia,248739
2024,JPN,Japan,W00,World,0
2024,JPN,Japan,AFG,Afghanistan,206192
2024,JPN,Japan,DZA,Algeria,107800
2024,JPN,Japan,AGO,Angola,126100
2024,JPN,Japan,AUS,Australia,12843.031
2024,JPN,Japan,BGD,Bangladesh,503560
2024,JPN,Japan,BEL,Belgium,4346.136
2024,JPN,Japan,MMR,Myanmar,1217852
2024,JPN,Japan,KHM,Cambodia,14484412
2024,JPN,Japan,CMR,Cameroon,800
2024,JPN,Japan,CAN,Canada,9
2024,JPN,Japan,LKA,Sri Lanka,4151
2024,JPN,Japan,TCD,Chad,303849
2024,JPN,Japan,CHN,China,23639
2024,JPN,Japan,COD,Dem. Rep. of the Congo,121680
2024,JPN,Japan,BEN,Benin,105600
2024,JPN,Japan,DNK,Denmark,10702.361
2024,JPN,Japan,DOM,Dominican Rep.,23000
2024,JPN,Japan,SLV,El Salvador,25740
2024,JPN,Japan,FRA,France,15109
2024,JPN,Japan,GEO,Georgia,2100
2024,JPN,Japan,DEU,Germany,21686.252
2024,JPN,Japan,GHA,Ghana,50359
2024,JPN,Japan,GIN,Guinea,318941
2024,JPN,Japan,HKG,"China, Hong Kong SAR",6467819
2024,JPN,Japan,IDN,Indonesia,72800
2024,JPN,Japan,IRQ,Iraq,2180
2024,JPN,Japan,IRL,Ireland,0
2024,JPN,Japan,ITA,Italy,5776.196
2024,JPN,Japan,CIV,C�te d'Ivoire,216300
2024,JPN,Japan,KAZ,Kazakhstan,294968
2024,JPN,Japan,KOR,Rep. of Korea,21074420
2024,JPN,Japan,LAO,Lao People's Dem. Rep.,28360
2024,JPN,Japan,LBN,Lebanon,95550
2024,JPN,Japan,LSO,Lesotho,62290
2024,JPN,Japan,MAC,"China, Macao SAR",0
2024,JPN,Japan,MWI,Malawi,95403
2024,JPN,Japan,MYS,Malaysia,131456280
2024,JPN,Japan,MRT,Mauritania,160769
2024,JPN,Japan,S19,"Other Asia, nes",197704
2024,JPN,Japan,MOZ,Mozambique,36148
2024,JPN,Japan,NLD,Netherlands,10243
2024,JPN,Japan,NZL,New Zealand,107
2024,JPN,Japan,NGA,Nigeria,79554
2024,JPN,Japan,PAK,Pakistan,5093341
2024,JPN,Japan,PER,Peru,2890
2024,JPN,Japan,PHL,Philippines,20073930
2024,JPN,Japan,SAU,Saudi Arabia,3164.531
2024,JPN,Japan,SEN,Senegal,4000
2024,JPN,Japan,IND,India,824450
2024,JPN,Japan,SGP,Singapore,59
2024,JPN,Japan,VNM,Viet Nam,685
2024,JPN,Japan,ESP,Spain,25022
2024,JPN,Japan,SWE,Sweden,14
2024,JPN,Japan,CHE,Switzerland,31753.96
2024,JPN,Japan,THA,Thailand,9067680
2024,JPN,Japan,ARE,United Arab Emirates,99847
2024,JPN,Japan,TUR,T�rkiye,254
2024,JPN,Japan,UGA,Uganda,900
2024,JPN,Japan,UKR,Ukraine,475
2024,JPN,Japan,GBR,United Kingdom,10988.505
2024,JPN,Japan,TZA,United Rep. of Tanzania,25810
2024,JPN,Japan,USA,USA,239365.133
2024,JPN,Japan,BFA,Burkina Faso,2312
2024,JPN,Japan,ZMB,Zambia,26500
2024,KOR,Rep. of Korea,W00,World,305783734.1
2024,KOR,Rep. of Korea,AFG,Afghanistan,120
2024,KOR,Rep. of Korea,AND,Andorra,12000
2024,KOR,Rep. of Korea,AGO,Angola,26660
2024,KOR,Rep. of Korea,AUS,Australia,153105.82
2024,KOR,Rep. of Korea,AUT,Austria,175
2024,KOR,Rep. of Korea,BHR,Bahrain,999
2024,KOR,Rep. of Korea,BGD,Bangladesh,3915886
2024,KOR,Rep. of Korea,BRB,Barbados,199
2024,KOR,Rep. of Korea,BEL,Belgium,3680
2024,KOR,Rep. of Korea,SLB,Solomon Isds,10740
2024,KOR,Rep. of Korea,BGR,Bulgaria,275
2024,KOR,Rep. of Korea,MMR,Myanmar,444
2024,KOR,Rep. of Korea,BLR,Belarus,455
2024,KOR,Rep. of Korea,KHM,Cambodia,14643252
2024,KOR,Rep. of Korea,CMR,Cameroon,544465
2024,KOR,Rep. of Korea,CAN,Canada,16214.3
2024,KOR,Rep. of Korea,LKA,Sri Lanka,10254
2024,KOR,Rep. of Korea,TCD,Chad,168000
2024,KOR,Rep. of Korea,CHL,Chile,13000437
2024,KOR,Rep. of Korea,CHN,China,18428.03
2024,KOR,Rep. of Korea,COG,Congo,300070
2024,KOR,Rep. of Korea,HRV,Croatia,78
2024,KOR,Rep. of Korea,CYP,Cyprus,276
2024,KOR,Rep. of Korea,BEN,Benin,1719484
2024,KOR,Rep. of Korea,DNK,Denmark,45
2024,KOR,Rep. of Korea,FJI,Fiji,3000
2024,KOR,Rep. of Korea,FIN,Finland,199
2024,KOR,Rep. of Korea,FRA,France,4840
2024,KOR,Rep. of Korea,GAB,Gabon,4850
2024,KOR,Rep. of Korea,GEO,Georgia,8.499
2024,KOR,Rep. of Korea,GMB,Gambia,26
2024,KOR,Rep. of Korea,DEU,Germany,6070
2024,KOR,Rep. of Korea,GHA,Ghana,3189435
2024,KOR,Rep. of Korea,GRC,Greece,330
2024,KOR,Rep. of Korea,GUM,Guam,2500
2024,KOR,Rep. of Korea,GTM,Guatemala,50
2024,KOR,Rep. of Korea,GIN,Guinea,82570
2024,KOR,Rep. of Korea,HKG,"China, Hong Kong SAR",116326
2024,KOR,Rep. of Korea,HUN,Hungary,486
2024,KOR,Rep. of Korea,IDN,Indonesia,551524
2024,KOR,Rep. of Korea,IRN,Iran,39491
2024,KOR,Rep. of Korea,IRQ,Iraq,6262906
2024,KOR,Rep. of Korea,IRL,Ireland,57.6
2024,KOR,Rep. of Korea,ISR,Israel,689
2024,KOR,Rep. of Korea,ITA,Italy,11110.554
2024,KOR,Rep. of Korea,CIV,C�te d'Ivoire,736980
2024,KOR,Rep. of Korea,JPN,Japan,905925.4
2024,KOR,Rep. of Korea,KAZ,Kazakhstan,55151.48
2024,KOR,Rep. of Korea,JOR,Jordan,188851
2024,KOR,Rep. of Korea,KEN,Kenya,2154673
2024,KOR,Rep. of Korea,KWT,Kuwait,1249.5
2024,KOR,Rep. of Korea,KGZ,Kyrgyzstan,550330.1
2024,KOR,Rep. of Korea,LAO,Lao People's Dem. Rep.,16649.087
2024,KOR,Rep. of Korea,LBR,Liberia,30588
2024,KOR,Rep. of Korea,LBY,Libya,9180
2024,KOR,Rep. of Korea,MDG,Madagascar,37784.4
2024,KOR,Rep. of Korea,MYS,Malaysia,79351930
2024,KOR,Rep. of Korea,MEX,Mexico,915
2024,KOR,Rep. of Korea,S19,"Other Asia, nes",223462.3
2024,KOR,Rep. of Korea,MNG,Mongolia,2789459.3
2024,KOR,Rep. of Korea,MOZ,Mozambique,956350
2024,KOR,Rep. of Korea,NPL,Nepal,100.111
2024,KOR,Rep. of Korea,NLD,Netherlands,676
2024,KOR,Rep. of Korea,VUT,Vanuatu,84
2024,KOR,Rep. of Korea,NZL,New Zealand,24601
2024,KOR,Rep. of Korea,NER,Niger,49200
2024,KOR,Rep. of Korea,NGA,Nigeria,22048810
2024,KOR,Rep. of Korea,NOR,Norway,1295.2
2024,KOR,Rep. of Korea,MNP,N. Mariana Isds,3111
2024,KOR,Rep. of Korea,PLW,Palau,180
2024,KOR,Rep. of Korea,PAK,Pakistan,31752200
2024,KOR,Rep. of Korea,PRY,Paraguay,1800
2024,KOR,Rep. of Korea,PHL,Philippines,25623220
2024,KOR,Rep. of Korea,POL,Poland,0.6
2024,KOR,Rep. of Korea,TLS,Timor-Leste,15770
2024,KOR,Rep. of Korea,QAT,Qatar,3007
2024,KOR,Rep. of Korea,RUS,Russian Federation,825.7
2024,KOR,Rep. of Korea,RWA,Rwanda,110
2024,KOR,Rep. of Korea,SAU,Saudi Arabia,20387
2024,KOR,Rep. of Korea,SEN,Senegal,34300
2024,KOR,Rep. of Korea,SLE,Sierra Leone,10475
2024,KOR,Rep. of Korea,IND,India,66476380
2024,KOR,Rep. of Korea,SGP,Singapore,19981.54
2024,KOR,Rep. of Korea,SVK,Slovakia,2300
2024,KOR,Rep. of Korea,VNM,Viet Nam,53541
2024,KOR,Rep. of Korea,SVN,Slovenia,25660
2024,KOR,Rep. of Korea,ZAF,South Africa,39492
2024,KOR,Rep. of Korea,ESP,Spain,769
2024,KOR,Rep. of Korea,SSD,South Sudan,40
2024,KOR,Rep. of Korea,SUR,Suriname,450
2024,KOR,Rep. of Korea,SWZ,Eswatini,1700
2024,KOR,Rep. of Korea,SWE,Sweden,368.32
2024,KOR,Rep. of Korea,CHE,Switzerland,560
2024,KOR,Rep. of Korea,TJK,Tajikistan,1622
2024,KOR,Rep. of Korea,THA,Thailand,20184430
2024,KOR,Rep. of Korea,TGO,Togo,15900
2024,KOR,Rep. of Korea,TON,Tonga,4825
2024,KOR,Rep. of Korea,ARE,United Arab Emirates,445252.6
2024,KOR,Rep. of Korea,TUN,Tunisia,105781
2024,KOR,Rep. of Korea,TUR,T�rkiye,2000
2024,KOR,Rep. of Korea,UGA,Uganda,950
2024,KOR,Rep. of Korea,UKR,Ukraine,6040
2024,KOR,Rep. of Korea,EGY,Egypt,208
2024,KOR,Rep. of Korea,GBR,United Kingdom,6202.577
2024,KOR,Rep. of Korea,TZA,United Rep. of Tanzania,4896663
2024,KOR,Rep. of Korea,USA,USA,40682.35
2024,KOR,Rep. of Korea,UZB,Uzbekistan,164978.7
2024,KOR,Rep. of Korea,VEN,Venezuela,180
2024,KOR,Rep. of Korea,WSM,Samoa,3955
2024,KOR,Rep. of Korea,YEM,Yemen,733260
2024,KOR,Rep. of Korea,ZMB,Zambia,127720
2024,KGZ,Kyrgyzstan,W00,World,328378
2024,KGZ,Kyrgyzstan,HRV,Croatia,414
2024,KGZ,Kyrgyzstan,CYP,Cyprus,93
2024,KGZ,Kyrgyzstan,KAZ,Kazakhstan,38000
2024,KGZ,Kyrgyzstan,KOR,Rep. of Korea,74
2024,KGZ,Kyrgyzstan,LVA,Latvia,18
2024,KGZ,Kyrgyzstan,POL,Poland,513
2024,KGZ,Kyrgyzstan,RUS,Russian Federation,283347
2024,KGZ,Kyrgyzstan,IND,India,415
2024,KGZ,Kyrgyzstan,ARE,United Arab Emirates,1436
2024,KGZ,Kyrgyzstan,TUR,T�rkiye,1480
2024,KGZ,Kyrgyzstan,GBR,United Kingdom,285
2024,KGZ,Kyrgyzstan,UZB,Uzbekistan,2303
2024,LVA,Latvia,W00,World,0
2024,LVA,Latvia,BEL,Belgium,450
2024,LVA,Latvia,BGR,Bulgaria,4685
2024,LVA,Latvia,BLR,Belarus,2767985
2024,LVA,Latvia,CYP,Cyprus,1039
2024,LVA,Latvia,CZE,Czechia,5306
2024,LVA,Latvia,BEN,Benin,140380
2024,LVA,Latvia,DNK,Denmark,9459
2024,LVA,Latvia,GNQ,Equatorial Guinea,196515
2024,LVA,Latvia,EST,Estonia,324848
2024,LVA,Latvia,FIN,Finland,1666
2024,LVA,Latvia,FRA,France,280
2024,LVA,Latvia,GEO,Georgia,215210
2024,LVA,Latvia,DEU,Germany,671
2024,LVA,Latvia,GRC,Greece,841
2024,LVA,Latvia,HUN,Hungary,1952
2024,LVA,Latvia,IRQ,Iraq,22000
2024,LVA,Latvia,IRL,Ireland,26
2024,LVA,Latvia,ITA,Italy,777
2024,LVA,Latvia,KAZ,Kazakhstan,43379
2024,LVA,Latvia,KEN,Kenya,495956
2024,LVA,Latvia,KGZ,Kyrgyzstan,53936
2024,LVA,Latvia,LTU,Lithuania,183731
2024,LVA,Latvia,MDA,Rep. of Moldova,985
2024,LVA,Latvia,NLD,Netherlands,1184
2024,LVA,Latvia,PAK,Pakistan,770160
2024,LVA,Latvia,POL,Poland,1564135
2024,LVA,Latvia,PRT,Portugal,167
2024,LVA,Latvia,ROU,Romania,4818
2024,LVA,Latvia,SVK,Slovakia,21
2024,LVA,Latvia,SVN,Slovenia,20
2024,LVA,Latvia,ESP,Spain,18
2024,LVA,Latvia,SWE,Sweden,2032
2024,LVA,Latvia,TGO,Togo,100384
2024,LVA,Latvia,ARE,United Arab Emirates,1796240
2024,LVA,Latvia,TUN,Tunisia,17520
2024,LVA,Latvia,TUR,T�rkiye,34264
2024,LVA,Latvia,UGA,Uganda,59650
2024,LVA,Latvia,UKR,Ukraine,926492
2024,LVA,Latvia,GBR,United Kingdom,0
2024,LVA,Latvia,USA,USA,453
2024,LTU,Lithuania,W00,World,52685406.6
2024,LTU,Lithuania,AGO,Angola,413584
2024,LTU,Lithuania,BEL,Belgium,611057
2024,LTU,Lithuania,BRN,Brunei Darussalam,26677
2024,LTU,Lithuania,BGR,Bulgaria,96520
2024,LTU,Lithuania,BLR,Belarus,3493334
2024,LTU,Lithuania,CAN,Canada,15294
2024,LTU,Lithuania,CHL,Chile,217065
2024,LTU,Lithuania,CHN,China,4.9
2024,LTU,Lithuania,COG,Congo,71575
2024,LTU,Lithuania,COD,Dem. Rep. of the Congo,142698
2024,LTU,Lithuania,CYP,Cyprus,5020
2024,LTU,Lithuania,CZE,Czechia,31560
2024,LTU,Lithuania,BEN,Benin,5959755
2024,LTU,Lithuania,DNK,Denmark,14290
2024,LTU,Lithuania,EST,Estonia,439091
2024,LTU,Lithuania,FIN,Finland,14465
2024,LTU,Lithuania,FRA,France,10939
2024,LTU,Lithuania,GEO,Georgia,159830.2
2024,LTU,Lithuania,DEU,Germany,475211
2024,LTU,Lithuania,GHA,Ghana,137654.1
2024,LTU,Lithuania,GRC,Greece,8909
2024,LTU,Lithuania,GIN,Guinea,32150
2024,LTU,Lithuania,HUN,Hungary,1003040
2024,LTU,Lithuania,IRQ,Iraq,600
2024,LTU,Lithuania,ITA,Italy,100475
2024,LTU,Lithuania,CIV,C�te d'Ivoire,124133
2024,LTU,Lithuania,JPN,Japan,1670
2024,LTU,Lithuania,KAZ,Kazakhstan,108010.6
2024,LTU,Lithuania,JOR,Jordan,12810
2024,LTU,Lithuania,KEN,Kenya,3192923
2024,LTU,Lithuania,KGZ,Kyrgyzstan,954018.1
2024,LTU,Lithuania,LVA,Latvia,1440823
2024,LTU,Lithuania,MWI,Malawi,758526
2024,LTU,Lithuania,MAR,Morocco,69652
2024,LTU,Lithuania,MOZ,Mozambique,370632
2024,LTU,Lithuania,OMN,Oman,2408267
2024,LTU,Lithuania,NLD,Netherlands,306090
2024,LTU,Lithuania,NGA,Nigeria,249615
2024,LTU,Lithuania,NOR,Norway,10924
2024,LTU,Lithuania,PAK,Pakistan,10215905
2024,LTU,Lithuania,POL,Poland,271341
2024,LTU,Lithuania,PRT,Portugal,110
2024,LTU,Lithuania,ROU,Romania,15322
2024,LTU,Lithuania,SEN,Senegal,27467
2024,LTU,Lithuania,IND,India,251916
2024,LTU,Lithuania,SVK,Slovakia,22200
2024,LTU,Lithuania,ZAF,South Africa,89082
2024,LTU,Lithuania,ESP,Spain,37191
2024,LTU,Lithuania,SWE,Sweden,86130
2024,LTU,Lithuania,CHE,Switzerland,0.2
2024,LTU,Lithuania,TJK,Tajikistan,70
2024,LTU,Lithuania,THA,Thailand,28280
2024,LTU,Lithuania,TGO,Togo,6445242
2024,LTU,Lithuania,ARE,United Arab Emirates,3256214
2024,LTU,Lithuania,TUR,T�rkiye,590405
2024,LTU,Lithuania,UGA,Uganda,63000
2024,LTU,Lithuania,UKR,Ukraine,6389041
2024,LTU,Lithuania,GBR,United Kingdom,193151
2024,LTU,Lithuania,USA,USA,540.5
2024,LTU,Lithuania,UZB,Uzbekistan,30
2024,LTU,Lithuania,ZMB,Zambia,1213877
2024,LUX,Luxembourg,W00,World,0
2024,LUX,Luxembourg,AUS,Australia,41
2024,LUX,Luxembourg,BEL,Belgium,1132974.6
2024,LUX,Luxembourg,BRA,Brazil,2
2024,LUX,Luxembourg,CAN,Canada,200
2024,LUX,Luxembourg,CHN,China,147
2024,LUX,Luxembourg,HKG,"China, Hong Kong SAR",0
2024,LUX,Luxembourg,ITA,Italy,180340
2024,LUX,Luxembourg,JPN,Japan,8
2024,LUX,Luxembourg,S19,"Other Asia, nes",8
2024,LUX,Luxembourg,SAU,Saudi Arabia,1
2024,LUX,Luxembourg,IND,India,5
2024,LUX,Luxembourg,ZAF,South Africa,2
2024,LUX,Luxembourg,THA,Thailand,10
2024,LUX,Luxembourg,GBR,United Kingdom,23
2024,LUX,Luxembourg,USA,USA,59
2024,MAC,"China, Macao SAR",W00,World,399685
2024,MAC,"China, Macao SAR",HKG,"China, Hong Kong SAR",397525
2024,MAC,"China, Macao SAR",USA,USA,2160
2024,MYS,Malaysia,W00,World,97509424.95
2024,MYS,Malaysia,ALB,Albania,5.9
2024,MYS,Malaysia,AGO,Angola,24600
2024,MYS,Malaysia,AZE,Azerbaijan,2.5
2024,MYS,Malaysia,ARG,Argentina,1.2
2024,MYS,Malaysia,AUS,Australia,2982973.6
2024,MYS,Malaysia,AUT,Austria,7.7
2024,MYS,Malaysia,BEL,Belgium,34.16
2024,MYS,Malaysia,BIH,Bosnia Herzegovina,3
2024,MYS,Malaysia,BRA,Brazil,0.5
2024,MYS,Malaysia,BRN,Brunei Darussalam,11775.8
2024,MYS,Malaysia,BGR,Bulgaria,293334
2024,MYS,Malaysia,MMR,Myanmar,2217118
2024,MYS,Malaysia,KHM,Cambodia,4811416
2024,MYS,Malaysia,CMR,Cameroon,31770
2024,MYS,Malaysia,CAN,Canada,114.3
2024,MYS,Malaysia,LKA,Sri Lanka,6500
2024,MYS,Malaysia,CHL,Chile,160160
2024,MYS,Malaysia,CHN,China,401376.708
2024,MYS,Malaysia,COG,Congo,50000
2024,MYS,Malaysia,CRI,Costa Rica,1
2024,MYS,Malaysia,BEN,Benin,239290
2024,MYS,Malaysia,DNK,Denmark,9.6
2024,MYS,Malaysia,DOM,Dominican Rep.,6.9
2024,MYS,Malaysia,ECU,Ecuador,6.1
2024,MYS,Malaysia,GNQ,Equatorial Guinea,507639
2024,MYS,Malaysia,FJI,Fiji,304132
2024,MYS,Malaysia,FIN,Finland,2.8
2024,MYS,Malaysia,FRA,France,942
2024,MYS,Malaysia,GAB,Gabon,63532
2024,MYS,Malaysia,GMB,Gambia,63777
2024,MYS,Malaysia,DEU,Germany,90.04
2024,MYS,Malaysia,GHA,Ghana,2294870
2024,MYS,Malaysia,GUM,Guam,0.5
2024,MYS,Malaysia,GTM,Guatemala,1.3
2024,MYS,Malaysia,HTI,Haiti,1
2024,MYS,Malaysia,HKG,"China, Hong Kong SAR",7441020
2024,MYS,Malaysia,HUN,Hungary,1
2024,MYS,Malaysia,ISL,Iceland,2.8
2024,MYS,Malaysia,IDN,Indonesia,24610617.38
2024,MYS,Malaysia,IRQ,Iraq,200
2024,MYS,Malaysia,IRL,Ireland,2.6
2024,MYS,Malaysia,ITA,Italy,9.5
2024,MYS,Malaysia,CIV,C�te d'Ivoire,27000
2024,MYS,Malaysia,JPN,Japan,3095444.65
2024,MYS,Malaysia,KAZ,Kazakhstan,0.5
2024,MYS,Malaysia,JOR,Jordan,20
2024,MYS,Malaysia,KEN,Kenya,2772188
2024,MYS,Malaysia,KOR,Rep. of Korea,754231.5
2024,MYS,Malaysia,KWT,Kuwait,4.2
2024,MYS,Malaysia,LBN,Lebanon,7553
2024,MYS,Malaysia,MAC,"China, Macao SAR",1
2024,MYS,Malaysia,MDG,Madagascar,25254
2024,MYS,Malaysia,MEX,Mexico,3.3
2024,MYS,Malaysia,S19,"Other Asia, nes",11088
2024,MYS,Malaysia,MDA,Rep. of Moldova,2
2024,MYS,Malaysia,MOZ,Mozambique,803129
2024,MYS,Malaysia,NLD,Netherlands,63857
2024,MYS,Malaysia,ABW,Aruba,0.7
2024,MYS,Malaysia,NCL,New Caledonia,1.5
2024,MYS,Malaysia,NZL,New Zealand,25844.2
2024,MYS,Malaysia,NGA,Nigeria,1264853.9
2024,MYS,Malaysia,NOR,Norway,6.4
2024,MYS,Malaysia,FSM,FS Micronesia,14071
2024,MYS,Malaysia,PAK,Pakistan,10548521
2024,MYS,Malaysia,PNG,Papua New Guinea,219632.7
2024,MYS,Malaysia,PRY,Paraguay,13
2024,MYS,Malaysia,PER,Peru,1.5
2024,MYS,Malaysia,PHL,Philippines,2060068.26
2024,MYS,Malaysia,POL,Poland,4
2024,MYS,Malaysia,PRT,Portugal,17.5
2024,MYS,Malaysia,TLS,Timor-Leste,81588.5
2024,MYS,Malaysia,QAT,Qatar,1
2024,MYS,Malaysia,ROU,Romania,2.6
2024,MYS,Malaysia,SAU,Saudi Arabia,12
2024,MYS,Malaysia,SEN,Senegal,556912
2024,MYS,Malaysia,SRB,Serbia,4.6
2024,MYS,Malaysia,SLE,Sierra Leone,790
2024,MYS,Malaysia,IND,India,3683027
2024,MYS,Malaysia,SGP,Singapore,1352572.7
2024,MYS,Malaysia,SVK,Slovakia,1
2024,MYS,Malaysia,VNM,Viet Nam,178038
2024,MYS,Malaysia,SVN,Slovenia,4
2024,MYS,Malaysia,ZAF,South Africa,24332
2024,MYS,Malaysia,ESP,Spain,8.3
2024,MYS,Malaysia,SWE,Sweden,116.5
2024,MYS,Malaysia,CHE,Switzerland,34.3
2024,MYS,Malaysia,THA,Thailand,14787431.4
2024,MYS,Malaysia,TGO,Togo,813896
2024,MYS,Malaysia,ARE,United Arab Emirates,6599614.8
2024,MYS,Malaysia,GBR,United Kingdom,782.04
2024,MYS,Malaysia,TZA,United Rep. of Tanzania,1103778
2024,MYS,Malaysia,USA,USA,114419.21
2024,MYS,Malaysia,URY,Uruguay,3.3
2024,MYS,Malaysia,YEM,Yemen,1847
2024,MYS,Malaysia,ZMB,Zambia,49
2024,MLT,Malta,W00,World,1443452
2024,MLT,Malta,BRA,Brazil,2300
2024,MLT,Malta,GMB,Gambia,5100
2024,MLT,Malta,GHA,Ghana,27683
2024,MLT,Malta,GTM,Guatemala,2250
2024,MLT,Malta,ITA,Italy,22202
2024,MLT,Malta,MLI,Mali,350
2024,MLT,Malta,NGA,Nigeria,4010
2024,MLT,Malta,PAK,Pakistan,102500
2024,MLT,Malta,PER,Peru,2207
2024,MLT,Malta,SLE,Sierra Leone,1488
2024,MLT,Malta,ARE,United Arab Emirates,1221262
2024,MLT,Malta,TUR,T�rkiye,41000
2024,MLT,Malta,EGY,Egypt,11000
2024,MLT,Malta,USA,USA,100
2024,MUS,Mauritius,W00,World,15182
2024,MUS,Mauritius,COM,Comoros,9
2024,MUS,Mauritius,MDG,Madagascar,15173
