refYear,reporterISO,reporterDesc,partnerISO,partnerDesc,qty
2024,MEX,Mexico,W00,World,6645
2024,MEX,Mexico,USA,USA,6645
2024,MDA,Rep. of Moldova,W00,World,26579
2024,MDA,Rep. of Moldova,POL,Poland,26213
2024,MDA,Rep. of Moldova,ROU,Romania,366
2024,MNE,Montenegro,W00,World,79665.22
2024,MNE,Montenegro,ALB,Albania,3300
2024,MNE,Montenegro,AZE,Azerbaijan,610
2024,MNE,Montenegro,AUT,Austria,5254.42
2024,MNE,Montenegro,BEL,Belgium,15393
2024,MNE,Montenegro,BIH,Bosnia Herzegovina,100
2024,MNE,Montenegro,TCD,Chad,73
2024,MNE,Montenegro,CHN,China,510
2024,MNE,Montenegro,HRV,Croatia,400
2024,MNE,Montenegro,CZE,Czechia,3250
2024,MNE,Montenegro,EST,Estonia,45
2024,MNE,Montenegro,FRA,France,4282
2024,MNE,Montenegro,DEU,Germany,14517
2024,MNE,Montenegro,GRC,Greece,1490
2024,MNE,Montenegro,IRL,Ireland,85
2024,MNE,Montenegro,ISR,Israel,631.3
2024,MNE,Montenegro,ITA,Italy,6857
2024,MNE,Montenegro,KOR,Rep. of Korea,300
2024,MNE,Montenegro,MLT,Malta,180
2024,MNE,Montenegro,MDA,Rep. of Moldova,495
2024,MNE,Montenegro,MAR,Morocco,62
2024,MNE,Montenegro,NLD,Netherlands,515
2024,MNE,Montenegro,NOR,Norway,1737.6
2024,MNE,Montenegro,PRT,Portugal,390
2024,MNE,Montenegro,ROU,Romania,1058
2024,MNE,Montenegro,SAU,Saudi Arabia,100
2024,MNE,Montenegro,SRB,Serbia,611
2024,MNE,Montenegro,IND,India,152
2024,MNE,Montenegro,SVN,Slovenia,1000
2024,MNE,Montenegro,ESP,Spain,440
2024,MNE,Montenegro,SDN,Sudan,254
2024,MNE,Montenegro,CHE,Switzerland,240
2024,MNE,Montenegro,THA,Thailand,375
2024,MNE,Montenegro,ARE,United Arab Emirates,3022
2024,MNE,Montenegro,TUR,T�rkiye,2438
2024,MNE,Montenegro,MKD,North Macedonia,830
2024,MNE,Montenegro,GBR,United Kingdom,2219
2024,MNE,Montenegro,USA,USA,6248.9
2024,MNE,Montenegro,_X ,"Areas, nes",200
2024,MSR,Montserrat,W00,World,550
2024,MSR,Montserrat,_X ,"Areas, nes",550
2024,NAM,Namibia,W00,World,3728.2
2024,NAM,Namibia,AGO,Angola,10
2024,NAM,Namibia,BWA,Botswana,50
2024,NAM,Namibia,CAN,Canada,0.55
2024,NAM,Namibia,DEU,Germany,47
2024,NAM,Namibia,ITA,Italy,2.5
2024,NAM,Namibia,NGA,Nigeria,25
2024,NAM,Namibia,NOR,Norway,10
2024,NAM,Namibia,PHL,Philippines,79
2024,NAM,Namibia,ZAF,South Africa,3105.3
2024,NAM,Namibia,GBR,United Kingdom,6.85
2024,NAM,Namibia,USA,USA,2
2024,NAM,Namibia,_X ,"Areas, nes",390
2024,NLD,Netherlands,W00,World,164920901
2024,NLD,Netherlands,ALB,Albania,8645
2024,NLD,Netherlands,AGO,Angola,272981
2024,NLD,Netherlands,AZE,Azerbaijan,1095650
2024,NLD,Netherlands,AUS,Australia,50639
2024,NLD,Netherlands,AUT,Austria,225555
2024,NLD,Netherlands,ARM,Armenia,335802
2024,NLD,Netherlands,BEL,Belgium,6051900
2024,NLD,Netherlands,BIH,Bosnia Herzegovina,13679
2024,NLD,Netherlands,BRA,Brazil,11604
2024,NLD,Netherlands,BGR,Bulgaria,948184
2024,NLD,Netherlands,BDI,Burundi,26475
2024,NLD,Netherlands,BLR,Belarus,1784830
2024,NLD,Netherlands,CMR,Cameroon,12387400
2024,NLD,Netherlands,CAN,Canada,4034
2024,NLD,Netherlands,CPV,Cabo Verde,9050
2024,NLD,Netherlands,CAF,Central African Rep.,743196
2024,NLD,Netherlands,TCD,Chad,1467850
2024,NLD,Netherlands,CHL,Chile,4180070
2024,NLD,Netherlands,CHN,China,2965
2024,NLD,Netherlands,COL,Colombia,4516
2024,NLD,Netherlands,COG,Congo,1439540
2024,NLD,Netherlands,COD,Dem. Rep. of the Congo,1975650
2024,NLD,Netherlands,CUB,Cuba,124966
2024,NLD,Netherlands,CZE,Czechia,254429
2024,NLD,Netherlands,BEN,Benin,113567
2024,NLD,Netherlands,DNK,Denmark,590523
2024,NLD,Netherlands,DOM,Dominican Rep.,15883
2024,NLD,Netherlands,SLV,El Salvador,55176
2024,NLD,Netherlands,GNQ,Equatorial Guinea,87534
2024,NLD,Netherlands,EST,Estonia,4314210
2024,NLD,Netherlands,FIN,Finland,71081
2024,NLD,Netherlands,FRA,France,2053950
2024,NLD,Netherlands,GAB,Gabon,147690
2024,NLD,Netherlands,GEO,Georgia,3317890
2024,NLD,Netherlands,GMB,Gambia,675940
2024,NLD,Netherlands,DEU,Germany,5963240
2024,NLD,Netherlands,GHA,Ghana,8415750
2024,NLD,Netherlands,GRC,Greece,145156
2024,NLD,Netherlands,GIN,Guinea,28155
2024,NLD,Netherlands,HND,Honduras,76844
2024,NLD,Netherlands,HKG,"China, Hong Kong SAR",83040
2024,NLD,Netherlands,HUN,Hungary,2265480
2024,NLD,Netherlands,ISL,Iceland,202497
2024,NLD,Netherlands,IDN,Indonesia,27637
2024,NLD,Netherlands,IRQ,Iraq,1221510
2024,NLD,Netherlands,IRL,Ireland,310633
2024,NLD,Netherlands,ISR,Israel,11127
2024,NLD,Netherlands,ITA,Italy,1567400
2024,NLD,Netherlands,CIV,C�te d'Ivoire,1606590
2024,NLD,Netherlands,JPN,Japan,475837
2024,NLD,Netherlands,KAZ,Kazakhstan,4993560
2024,NLD,Netherlands,JOR,Jordan,251617
2024,NLD,Netherlands,KEN,Kenya,282415
2024,NLD,Netherlands,KOR,Rep. of Korea,5976
2024,NLD,Netherlands,KWT,Kuwait,2686
2024,NLD,Netherlands,KGZ,Kyrgyzstan,2694510
2024,NLD,Netherlands,LBN,Lebanon,373595
2024,NLD,Netherlands,LSO,Lesotho,161859
2024,NLD,Netherlands,LVA,Latvia,325858
2024,NLD,Netherlands,LTU,Lithuania,8283200
2024,NLD,Netherlands,MDG,Madagascar,190694
2024,NLD,Netherlands,MWI,Malawi,17948
2024,NLD,Netherlands,MYS,Malaysia,8396
2024,NLD,Netherlands,MLI,Mali,1134100
2024,NLD,Netherlands,MLT,Malta,23058
2024,NLD,Netherlands,MRT,Mauritania,763348
2024,NLD,Netherlands,MEX,Mexico,2134
2024,NLD,Netherlands,S19,"Other Asia, nes",1626
2024,NLD,Netherlands,MNG,Mongolia,20632
2024,NLD,Netherlands,MDA,Rep. of Moldova,493957
2024,NLD,Netherlands,MNE,Montenegro,66045
2024,NLD,Netherlands,MAR,Morocco,3358560
2024,NLD,Netherlands,MOZ,Mozambique,485548
2024,NLD,Netherlands,OMN,Oman,298546
2024,NLD,Netherlands,CUW,Cura�ao,115380
2024,NLD,Netherlands,ABW,Aruba,9889
2024,NLD,Netherlands,SXM,Sint Maarten,1456
2024,NLD,Netherlands,BES,Bonaire,7336
2024,NLD,Netherlands,NZL,New Zealand,3280
2024,NLD,Netherlands,NIC,Nicaragua,874508
2024,NLD,Netherlands,NER,Niger,292514
2024,NLD,Netherlands,NGA,Nigeria,212601
2024,NLD,Netherlands,NOR,Norway,251393
2024,NLD,Netherlands,PAK,Pakistan,19422800
2024,NLD,Netherlands,PAN,Panama,3506
2024,NLD,Netherlands,PER,Peru,410
2024,NLD,Netherlands,PHL,Philippines,2077
2024,NLD,Netherlands,POL,Poland,17103400
2024,NLD,Netherlands,PRT,Portugal,256550
2024,NLD,Netherlands,ROU,Romania,1153630
2024,NLD,Netherlands,STP,Sao Tome and Principe,257821
2024,NLD,Netherlands,SEN,Senegal,1188810
2024,NLD,Netherlands,SRB,Serbia,332612
2024,NLD,Netherlands,SLE,Sierra Leone,491
2024,NLD,Netherlands,IND,India,3502430
2024,NLD,Netherlands,SGP,Singapore,18320
2024,NLD,Netherlands,SVK,Slovakia,925744
2024,NLD,Netherlands,VNM,Viet Nam,5374
2024,NLD,Netherlands,SOM,Somalia,255060
2024,NLD,Netherlands,ZAF,South Africa,4748470
2024,NLD,Netherlands,ESP,Spain,1393070
2024,NLD,Netherlands,SUR,Suriname,81778
2024,NLD,Netherlands,SWE,Sweden,140530
2024,NLD,Netherlands,CHE,Switzerland,888743
2024,NLD,Netherlands,THA,Thailand,141193
2024,NLD,Netherlands,TGO,Togo,1546480
2024,NLD,Netherlands,ARE,United Arab Emirates,8053650
2024,NLD,Netherlands,TUN,Tunisia,128067
2024,NLD,Netherlands,TUR,T�rkiye,3352570
2024,NLD,Netherlands,UGA,Uganda,301487
2024,NLD,Netherlands,UKR,Ukraine,4713120
2024,NLD,Netherlands,MKD,North Macedonia,15690
2024,NLD,Netherlands,EGY,Egypt,1230
2024,NLD,Netherlands,GBR,United Kingdom,1121450
2024,NLD,Netherlands,TZA,United Rep. of Tanzania,4904
2024,NLD,Netherlands,USA,USA,129695
2024,NLD,Netherlands,BFA,Burkina Faso,86822
2024,NLD,Netherlands,ZMB,Zambia,370742
2024,NZL,New Zealand,W00,World,7024243.163
2024,NZL,New Zealand,ASM,American Samoa,424
2024,NZL,New Zealand,AUS,Australia,63
2024,NZL,New Zealand,COK,Cook Isds,452
2024,NZL,New Zealand,FJI,Fiji,5777
2024,NZL,New Zealand,PYF,French Polynesia,9
2024,NZL,New Zealand,HKG,"China, Hong Kong SAR",86
2024,NZL,New Zealand,MYS,Malaysia,48571
2024,NZL,New Zealand,NLD,Netherlands,5300
2024,NZL,New Zealand,VUT,Vanuatu,5018
2024,NZL,New Zealand,NIU,Niue,2254
2024,NZL,New Zealand,PAK,Pakistan,350560
2024,NZL,New Zealand,PNG,Papua New Guinea,6496657
2024,NZL,New Zealand,POL,Poland,10628
2024,NZL,New Zealand,ROU,Romania,601
2024,NZL,New Zealand,TON,Tonga,7564
2024,NZL,New Zealand,ARE,United Arab Emirates,75701
2024,NZL,New Zealand,TUV,Tuvalu,9375
2024,NZL,New Zealand,UKR,Ukraine,592
2024,NZL,New Zealand,GBR,United Kingdom,6.163
2024,NZL,New Zealand,WSM,Samoa,4605
2024,NOR,Norway,W00,World,30214674
2024,NOR,Norway,ALB,Albania,24156
2024,NOR,Norway,AUS,Australia,37
2024,NOR,Norway,BEL,Belgium,43
2024,NOR,Norway,BIH,Bosnia Herzegovina,5339
2024,NOR,Norway,BGR,Bulgaria,3650820
2024,NOR,Norway,BDI,Burundi,400
2024,NOR,Norway,CMR,Cameroon,13375
2024,NOR,Norway,CAN,Canada,88
2024,NOR,Norway,CHL,Chile,18
2024,NOR,Norway,CHN,China,23529
2024,NOR,Norway,COL,Colombia,18
2024,NOR,Norway,COG,Congo,3250
2024,NOR,Norway,COD,Dem. Rep. of the Congo,980
2024,NOR,Norway,CZE,Czechia,31
2024,NOR,Norway,BEN,Benin,700
2024,NOR,Norway,DNK,Denmark,815
2024,NOR,Norway,EST,Estonia,111451
2024,NOR,Norway,FIN,Finland,62750
2024,NOR,Norway,FRA,France,15116
2024,NOR,Norway,GEO,Georgia,25511
2024,NOR,Norway,GMB,Gambia,46074
2024,NOR,Norway,DEU,Germany,5268670
2024,NOR,Norway,GHA,Ghana,49720
2024,NOR,Norway,GIN,Guinea,2750
2024,NOR,Norway,HKG,"China, Hong Kong SAR",7000
2024,NOR,Norway,HUN,Hungary,24402
2024,NOR,Norway,IDN,Indonesia,27
2024,NOR,Norway,ITA,Italy,356
2024,NOR,Norway,KAZ,Kazakhstan,333
2024,NOR,Norway,JOR,Jordan,5696
2024,NOR,Norway,KEN,Kenya,3520
2024,NOR,Norway,LVA,Latvia,1293530
2024,NOR,Norway,LBR,Liberia,5110
2024,NOR,Norway,LTU,Lithuania,1240470
2024,NOR,Norway,MDG,Madagascar,1408
2024,NOR,Norway,NLD,Netherlands,173
2024,NOR,Norway,NGA,Nigeria,11330
2024,NOR,Norway,PAK,Pakistan,808868
2024,NOR,Norway,PHL,Philippines,292028
2024,NOR,Norway,POL,Poland,14029100
2024,NOR,Norway,ROU,Romania,95853
2024,NOR,Norway,SEN,Senegal,19140
2024,NOR,Norway,SRB,Serbia,17000
2024,NOR,Norway,SLE,Sierra Leone,6140
2024,NOR,Norway,SVK,Slovakia,1627650
2024,NOR,Norway,SOM,Somalia,35970
2024,NOR,Norway,ESP,Spain,441
2024,NOR,Norway,SDN,Sudan,4200
2024,NOR,Norway,SWE,Sweden,279712
2024,NOR,Norway,CHE,Switzerland,103
2024,NOR,Norway,THA,Thailand,1023
2024,NOR,Norway,TGO,Togo,100
2024,NOR,Norway,ARE,United Arab Emirates,94555
2024,NOR,Norway,TUR,T�rkiye,447566
2024,NOR,Norway,UKR,Ukraine,551818
2024,NOR,Norway,GBR,United Kingdom,1474
2024,NOR,Norway,USA,USA,2937
2024,PAK,Pakistan,W00,World,307262946.1
2024,PAK,Pakistan,AFG,Afghanistan,12220975
2024,PAK,Pakistan,AGO,Angola,2023949
2024,PAK,Pakistan,AUS,Australia,2206590
2024,PAK,Pakistan,AUT,Austria,91121
2024,PAK,Pakistan,BHR,Bahrain,28410
2024,PAK,Pakistan,BEL,Belgium,141774
2024,PAK,Pakistan,BWA,Botswana,101593
2024,PAK,Pakistan,BGR,Bulgaria,484857
2024,PAK,Pakistan,KHM,Cambodia,45750
2024,PAK,Pakistan,CMR,Cameroon,397300
2024,PAK,Pakistan,CAN,Canada,715376
2024,PAK,Pakistan,CHL,Chile,10890298
2024,PAK,Pakistan,COG,Congo,1433108
2024,PAK,Pakistan,COD,Dem. Rep. of the Congo,10767565
2024,PAK,Pakistan,CRI,Costa Rica,388003
2024,PAK,Pakistan,BEN,Benin,224450
2024,PAK,Pakistan,SLV,El Salvador,165750
2024,PAK,Pakistan,EST,Estonia,6995
2024,PAK,Pakistan,FRA,France,449976
2024,PAK,Pakistan,GAB,Gabon,2469
2024,PAK,Pakistan,GEO,Georgia,1748250
2024,PAK,Pakistan,DEU,Germany,54122
2024,PAK,Pakistan,GHA,Ghana,2406471
2024,PAK,Pakistan,GTM,Guatemala,16560
2024,PAK,Pakistan,GIN,Guinea,838476
2024,PAK,Pakistan,HTI,Haiti,175418
2024,PAK,Pakistan,HND,Honduras,251058
2024,PAK,Pakistan,HKG,"China, Hong Kong SAR",13000
2024,PAK,Pakistan,HUN,Hungary,95450
2024,PAK,Pakistan,IRQ,Iraq,66140
2024,PAK,Pakistan,IRL,Ireland,148425
2024,PAK,Pakistan,ITA,Italy,1041907
2024,PAK,Pakistan,CIV,C�te d'Ivoire,56720
2024,PAK,Pakistan,JPN,Japan,2203732.109
2024,PAK,Pakistan,KAZ,Kazakhstan,401018
2024,PAK,Pakistan,JOR,Jordan,552352
2024,PAK,Pakistan,KEN,Kenya,73856674
2024,PAK,Pakistan,KOR,Rep. of Korea,425313
2024,PAK,Pakistan,KGZ,Kyrgyzstan,1316
2024,PAK,Pakistan,LBN,Lebanon,504095
2024,PAK,Pakistan,LSO,Lesotho,46132
2024,PAK,Pakistan,LVA,Latvia,216020
2024,PAK,Pakistan,LBR,Liberia,2574484
2024,PAK,Pakistan,LTU,Lithuania,38900
2024,PAK,Pakistan,MDG,Madagascar,9296907
2024,PAK,Pakistan,MWI,Malawi,1326994
2024,PAK,Pakistan,MYS,Malaysia,4232186
2024,PAK,Pakistan,MRT,Mauritania,80750
2024,PAK,Pakistan,MOZ,Mozambique,40513974
2024,PAK,Pakistan,NLD,Netherlands,1273585
2024,PAK,Pakistan,NIC,Nicaragua,174740
2024,PAK,Pakistan,NGA,Nigeria,135520
2024,PAK,Pakistan,PHL,Philippines,11005455
2024,PAK,Pakistan,POL,Poland,20340
2024,PAK,Pakistan,PRT,Portugal,440
2024,PAK,Pakistan,QAT,Qatar,21700
2024,PAK,Pakistan,RUS,Russian Federation,19800
2024,PAK,Pakistan,SAU,Saudi Arabia,44130
2024,PAK,Pakistan,SEN,Senegal,5475851
2024,PAK,Pakistan,SLE,Sierra Leone,2719650
2024,PAK,Pakistan,SVN,Slovenia,25760
2024,PAK,Pakistan,SOM,Somalia,36
2024,PAK,Pakistan,ZAF,South Africa,1939586
2024,PAK,Pakistan,ESP,Spain,173148
2024,PAK,Pakistan,SWE,Sweden,443467
2024,PAK,Pakistan,THA,Thailand,33388858
2024,PAK,Pakistan,TGO,Togo,67622
2024,PAK,Pakistan,ARE,United Arab Emirates,12355262
2024,PAK,Pakistan,UGA,Uganda,675670
2024,PAK,Pakistan,GBR,United Kingdom,3742662
2024,PAK,Pakistan,TZA,United Rep. of Tanzania,36683076
2024,PAK,Pakistan,USA,USA,10906655
2024,PAK,Pakistan,UZB,Uzbekistan,780
2024,PAN,Panama,W00,World,80642
2024,PAN,Panama,CHL,Chile,59527
2024,PAN,Panama,CRI,Costa Rica,115
2024,PAN,Panama,VEN,Venezuela,21000
2024,PRY,Paraguay,W00,World,94
2024,PRY,Paraguay,USA,USA,94
2024,PER,Peru,W00,World,10.603
2024,PER,Peru,CHL,Chile,10.603
2024,PHL,Philippines,W00,World,28418414.53
2024,PHL,Philippines,AUS,Australia,5974.36
2024,PHL,Philippines,BGD,Bangladesh,19000
2024,PHL,Philippines,SLB,Solomon Isds,181623
2024,PHL,Philippines,KHM,Cambodia,1658880
2024,PHL,Philippines,CAN,Canada,4546
2024,PHL,Philippines,CRI,Costa Rica,514
2024,PHL,Philippines,DEU,Germany,262.32
2024,PHL,Philippines,GHA,Ghana,104000
2024,PHL,Philippines,HND,Honduras,800
2024,PHL,Philippines,HKG,"China, Hong Kong SAR",17027500
2024,PHL,Philippines,IDN,Indonesia,7816
2024,PHL,Philippines,IRQ,Iraq,262306
2024,PHL,Philippines,JPN,Japan,947031
2024,PHL,Philippines,JOR,Jordan,23724
2024,PHL,Philippines,KEN,Kenya,3510
2024,PHL,Philippines,KOR,Rep. of Korea,24093
2024,PHL,Philippines,KWT,Kuwait,55
2024,PHL,Philippines,MYS,Malaysia,3482100
2024,PHL,Philippines,MOZ,Mozambique,49770
2024,PHL,Philippines,NZL,New Zealand,230
2024,PHL,Philippines,NGA,Nigeria,74493
2024,PHL,Philippines,PAK,Pakistan,946430
2024,PHL,Philippines,QAT,Qatar,50
2024,PHL,Philippines,SAU,Saudi Arabia,935
2024,PHL,Philippines,SLE,Sierra Leone,510
2024,PHL,Philippines,IND,India,1506560
2024,PHL,Philippines,SGP,Singapore,461700
2024,PHL,Philippines,VNM,Viet Nam,10160
2024,PHL,Philippines,ESP,Spain,1439
2024,PHL,Philippines,THA,Thailand,1057280
2024,PHL,Philippines,TGO,Togo,839
2024,PHL,Philippines,ARE,United Arab Emirates,142945
2024,PHL,Philippines,UGA,Uganda,408919
2024,PHL,Philippines,GBR,United Kingdom,125
2024,PHL,Philippines,USA,USA,2294.85
2024,POL,Poland,W00,World,169316875
2024,POL,Poland,ALB,Albania,347043
2024,POL,Poland,ATA,Antarctica,800
2024,POL,Poland,AGO,Angola,98400
2024,POL,Poland,AUS,Australia,258
2024,POL,Poland,AUT,Austria,55952
2024,POL,Poland,BHR,Bahrain,1941
2024,POL,Poland,BEL,Belgium,621895
2024,POL,Poland,BIH,Bosnia Herzegovina,1360865
2024,POL,Poland,BWA,Botswana,68925
2024,POL,Poland,BRA,Brazil,2
2024,POL,Poland,BRN,Brunei Darussalam,28000
2024,POL,Poland,BGR,Bulgaria,443733
2024,POL,Poland,BLR,Belarus,8853460
2024,POL,Poland,CMR,Cameroon,7381155
2024,POL,Poland,CAN,Canada,1172
2024,POL,Poland,CAF,Central African Rep.,260605
2024,POL,Poland,LKA,Sri Lanka,9570
2024,POL,Poland,TCD,Chad,740536
2024,POL,Poland,CHL,Chile,1601864
2024,POL,Poland,COL,Colombia,1
2024,POL,Poland,COG,Congo,1147355
2024,POL,Poland,CRI,Costa Rica,192625
2024,POL,Poland,HRV,Croatia,14438
2024,POL,Poland,CYP,Cyprus,144260
2024,POL,Poland,CZE,Czechia,50235
2024,POL,Poland,BEN,Benin,9913795
2024,POL,Poland,DNK,Denmark,40
2024,POL,Poland,DOM,Dominican Rep.,29
2024,POL,Poland,SLV,El Salvador,243300
2024,POL,Poland,GNQ,Equatorial Guinea,549965
2024,POL,Poland,EST,Estonia,169449
2024,POL,Poland,FIN,Finland,25748
2024,POL,Poland,FRA,France,429598
2024,POL,Poland,DJI,Djibouti,3068661
2024,POL,Poland,GAB,Gabon,138800
2024,POL,Poland,GEO,Georgia,348329
2024,POL,Poland,GMB,Gambia,1375001
2024,POL,Poland,DEU,Germany,1031213
2024,POL,Poland,GHA,Ghana,6694754
2024,POL,Poland,GRC,Greece,257533
2024,POL,Poland,GTM,Guatemala,27523
2024,POL,Poland,GIN,Guinea,7949265
2024,POL,Poland,HND,Honduras,23989
2024,POL,Poland,HKG,"China, Hong Kong SAR",4
2024,POL,Poland,HUN,Hungary,261815
2024,POL,Poland,ISL,Iceland,20
2024,POL,Poland,IDN,Indonesia,170
2024,POL,Poland,IRQ,Iraq,58529
2024,POL,Poland,IRL,Ireland,438
2024,POL,Poland,ISR,Israel,63
2024,POL,Poland,ITA,Italy,275000
2024,POL,Poland,CIV,C�te d'Ivoire,1512746
2024,POL,Poland,JPN,Japan,797
2024,POL,Poland,KAZ,Kazakhstan,369995
2024,POL,Poland,JOR,Jordan,584291
2024,POL,Poland,KEN,Kenya,2740895
2024,POL,Poland,KOR,Rep. of Korea,12
2024,POL,Poland,KGZ,Kyrgyzstan,1337545
2024,POL,Poland,LBN,Lebanon,164406
2024,POL,Poland,LSO,Lesotho,26145
2024,POL,Poland,LVA,Latvia,61676
2024,POL,Poland,LBR,Liberia,171600
2024,POL,Poland,LBY,Libya,1800
2024,POL,Poland,LTU,Lithuania,1415444
2024,POL,Poland,LUX,Luxembourg,203
2024,POL,Poland,MDG,Madagascar,24140
2024,POL,Poland,MWI,Malawi,928182
2024,POL,Poland,MYS,Malaysia,81060
2024,POL,Poland,MLI,Mali,6672456
2024,POL,Poland,MRT,Mauritania,51420
2024,POL,Poland,MEX,Mexico,597
2024,POL,Poland,MNG,Mongolia,13146
2024,POL,Poland,MDA,Rep. of Moldova,89239
2024,POL,Poland,MNE,Montenegro,7097
2024,POL,Poland,MAR,Morocco,243294
2024,POL,Poland,MOZ,Mozambique,808237
2024,POL,Poland,NAM,Namibia,34570
2024,POL,Poland,NLD,Netherlands,855781
2024,POL,Poland,NZL,New Zealand,3000
2024,POL,Poland,NIC,Nicaragua,310248
2024,POL,Poland,NER,Niger,272716
2024,POL,Poland,NGA,Nigeria,7509620
2024,POL,Poland,NOR,Norway,161042
2024,POL,Poland,PAK,Pakistan,21496800
2024,POL,Poland,PHL,Philippines,82251
2024,POL,Poland,PRT,Portugal,25106
2024,POL,Poland,GNB,Guinea-Bissau,26560
2024,POL,Poland,ROU,Romania,1111498
2024,POL,Poland,SAU,Saudi Arabia,15
2024,POL,Poland,SEN,Senegal,568572
2024,POL,Poland,SRB,Serbia,353315
2024,POL,Poland,SLE,Sierra Leone,1539491
2024,POL,Poland,IND,India,12589775
2024,POL,Poland,SGP,Singapore,15885
2024,POL,Poland,SVK,Slovakia,163008
2024,POL,Poland,SVN,Slovenia,349
2024,POL,Poland,SOM,Somalia,2447945
2024,POL,Poland,ZAF,South Africa,128705
2024,POL,Poland,ESP,Spain,449013
2024,POL,Poland,SSD,South Sudan,23442
2024,POL,Poland,SWZ,Eswatini,23220
2024,POL,Poland,SWE,Sweden,1193
2024,POL,Poland,CHE,Switzerland,2
2024,POL,Poland,TJK,Tajikistan,165845
2024,POL,Poland,TGO,Togo,17564720
2024,POL,Poland,ARE,United Arab Emirates,7045248
2024,POL,Poland,TUR,T�rkiye,1116551
2024,POL,Poland,UGA,Uganda,3632244
2024,POL,Poland,UKR,Ukraine,11532060
2024,POL,Poland,GBR,United Kingdom,875606
2024,POL,Poland,TZA,United Rep. of Tanzania,2316586
2024,POL,Poland,USA,USA,498219
2024,POL,Poland,BFA,Burkina Faso,237101
2024,POL,Poland,UZB,Uzbekistan,15251
2024,POL,Poland,YEM,Yemen,26820
2024,POL,Poland,ZMB,Zambia,522958
2024,PRT,Portugal,W00,World,24922485.2
2024,PRT,Portugal,AGO,Angola,8307.152
2024,PRT,Portugal,AUS,Australia,1189.876
2024,PRT,Portugal,AUT,Austria,1
2024,PRT,Portugal,BRA,Brazil,98822
2024,PRT,Portugal,BDI,Burundi,24360
2024,PRT,Portugal,CMR,Cameroon,628316
2024,PRT,Portugal,CAN,Canada,1310.319
2024,PRT,Portugal,CPV,Cabo Verde,260684
2024,PRT,Portugal,CAF,Central African Rep.,45
2024,PRT,Portugal,CHN,China,383
2024,PRT,Portugal,COL,Colombia,80
2024,PRT,Portugal,COG,Congo,1268180
2024,PRT,Portugal,COD,Dem. Rep. of the Congo,25474
2024,PRT,Portugal,CUB,Cuba,82
2024,PRT,Portugal,CYP,Cyprus,2
2024,PRT,Portugal,FRA,France,64434
2024,PRT,Portugal,DJI,Djibouti,38
2024,PRT,Portugal,GAB,Gabon,7095
2024,PRT,Portugal,GEO,Georgia,86700
2024,PRT,Portugal,GMB,Gambia,203494
2024,PRT,Portugal,DEU,Germany,54
2024,PRT,Portugal,GRC,Greece,2
2024,PRT,Portugal,GIN,Guinea,249100
2024,PRT,Portugal,HND,Honduras,39480
2024,PRT,Portugal,HKG,"China, Hong Kong SAR",412.305
2024,PRT,Portugal,IRQ,Iraq,32640
2024,PRT,Portugal,ISR,Israel,39
2024,PRT,Portugal,ITA,Italy,20
2024,PRT,Portugal,JPN,Japan,239
2024,PRT,Portugal,KOR,Rep. of Korea,95
2024,PRT,Portugal,LBN,Lebanon,434524
2024,PRT,Portugal,MAC,"China, Macao SAR",259
2024,PRT,Portugal,MDV,Maldives,5
2024,PRT,Portugal,MLI,Mali,206360
2024,PRT,Portugal,MRT,Mauritania,23850
2024,PRT,Portugal,MEX,Mexico,510
2024,PRT,Portugal,S19,"Other Asia, nes",549.799
2024,PRT,Portugal,MNE,Montenegro,2
2024,PRT,Portugal,MAR,Morocco,284437
2024,PRT,Portugal,MOZ,Mozambique,65635
2024,PRT,Portugal,NAM,Namibia,93
2024,PRT,Portugal,NLD,Netherlands,3
2024,PRT,Portugal,NZL,New Zealand,12
2024,PRT,Portugal,NER,Niger,421280
2024,PRT,Portugal,NOR,Norway,219
2024,PRT,Portugal,PAK,Pakistan,4080860
2024,PRT,Portugal,PHL,Philippines,17
2024,PRT,Portugal,GNB,Guinea-Bissau,403942
2024,PRT,Portugal,TLS,Timor-Leste,1
2024,PRT,Portugal,QAT,Qatar,170
2024,PRT,Portugal,ROU,Romania,8
2024,PRT,Portugal,STP,Sao Tome and Principe,575849
2024,PRT,Portugal,SAU,Saudi Arabia,601
2024,PRT,Portugal,SEN,Senegal,108415
2024,PRT,Portugal,SLE,Sierra Leone,174
2024,PRT,Portugal,IND,India,1572310
2024,PRT,Portugal,SVK,Slovakia,900
2024,PRT,Portugal,ZAF,South Africa,45
2024,PRT,Portugal,ESP,Spain,10767
2024,PRT,Portugal,CHE,Switzerland,673.987
2024,PRT,Portugal,THA,Thailand,397.533
2024,PRT,Portugal,TGO,Togo,24302
2024,PRT,Portugal,ARE,United Arab Emirates,12493199
2024,PRT,Portugal,TUN,Tunisia,359
2024,PRT,Portugal,TUR,T�rkiye,1110940
2024,PRT,Portugal,TCA,Turks and Caicos Isds,6
2024,PRT,Portugal,UGA,Uganda,50
2024,PRT,Portugal,GBR,United Kingdom,3597.702
2024,PRT,Portugal,TZA,United Rep. of Tanzania,17245
2024,PRT,Portugal,USA,USA,3543.525
2024,PRT,Portugal,BFA,Burkina Faso,75235
2024,PRT,Portugal,VEN,Venezuela,60
2024,ROU,Romania,W00,World,2927172.61
2024,ROU,Romania,ALB,Albania,900
2024,ROU,Romania,AUT,Austria,7650
